,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
7639,INV-24311000076,02-01-2020,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1081300,American Cordials & Liqueur,434,LUXCO INC,76487,Paramount Amaretto,12,1000,4.05,6.08,1,6.08,1,0.26
7640,INV-24311000019,02-01-2020,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1081300,American Cordials & Liqueur,434,LUXCO INC,78866,Paramount Creme de Cacao White,12,750,5,7.5,2,15,1.5,0.39
7641,INV-24294900204,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86888,Southern Comfort PET,6,1750,20.26,30.39,6,182.34,10.5,2.77
7642,INV-24292700004,02-01-2020,4810,Kum & Go #518 / Ankeny,3603 NE Otterview Circle,Ankeny,50021,POINT (-93.572458 41.760989),77,POLK,1031200,American Flavored Vodka,205,E & J Gallo Winery,39918,New Amsterdam Apple,12,750,7.5,11.25,3,33.75,2.25,0.59
7643,INV-24307600005,02-01-2020,3949,Wal-Mart 0751 / Pella,1650 Washington St,Pella,50219,POINT (-92.933676 41.410379),63,MARION,1012100,Canadian Whiskies,65,Jim Beam Brands,15248,Windsor Canadian PET,6,1750,9.5,14.25,6,85.5,10.5,2.77
7644,INV-24296900115,02-01-2020,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,POINT (-93.619787 41.60566),82,SCOTT,1011100,Blended Whiskies,65,Jim Beam Brands,24456,Kessler Blend Whiskey,12,750,5.51,8.27,6,49.62,4.5,1.18
7645,INV-24299500015,02-01-2020,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft,50517,POINT (-94.218 43.29355),55,KOSSUTH,1012100,Canadian Whiskies,65,Jim Beam Brands,15247,Windsor Canadian,12,1000,6.29,9.44,12,113.28,12,3.17
7646,INV-24294900127,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1062400,Spiced Rum,260,DIAGEO AMERICAS,43285,Captain Morgan Original Spiced PET,12,750,9.06,13.59,72,978.48,54,14.26
7647,INV-24296900089,02-01-2020,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,POINT (-93.619787 41.60566),82,SCOTT,1042100,Imported Dry Gins,35,BACARDI USA INC,28236,Bombay Sapphire Gin,12,750,13.5,20.25,3,60.75,2.25,0.59
7648,INV-24292000034,02-01-2020,4397,Quik Trip #514 / Ankeny,802 E 1st St,Ankeny,50021,POINT (-93.586368 41.731862),77,POLK,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25603,Seagrams 7 Crown,24,200,1.99,2.99,3,8.97,0.6,0.15
7649,INV-24293600050,02-01-2020,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,POINT (-93.619787 41.60566),77,Polk,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36978,Nikolai Vodka,6,1750,6.5,9.75,6,62.28,10.5,2.77
7650,INV-24295100022,02-01-2020,4636,Kwik Shop #561 / Cedar Rapids,2904 Center Point Rd NE,Cedar Rapids,52402,POINT (-91.662822 42.007194),57,LINN,1012100,Canadian Whiskies,259,Heaven Hill Brands,11773,Black Velvet,48,200,1.56,2.34,8,18.72,1.6,0.42
7651,INV-24310800038,02-01-2020,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1012100,Canadian Whiskies,259,Heaven Hill Brands,11777,Black Velvet,12,1000,6.63,9.95,12,119.4,12,3.17
7652,INV-24296100030,02-01-2020,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1071100,Cocktails /RTD,395,PROXIMO,58886,Jose Cuervo Authentic Light White Peach Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
7653,INV-24303500036,02-01-2020,4475,Bucky's Express #27 / Council Bluffs,2713 S 24th St,Council Bluffs,51501,POINT (-95.879147 41.234536000000006),78,POTTAWATTA,1031100,American Vodkas,300,McCormick Distilling Co.,36886,McCormick 80prf Vodka,12,750,3.31,4.97,12,59.64,9,2.37
7654,INV-24307600020,02-01-2020,3949,Wal-Mart 0751 / Pella,1650 Washington St,Pella,50219,POINT (-92.933676 41.410379),63,MARION,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
7655,INV-24299900067,02-01-2020,2556,Hy-Vee Wine and Spirits / Estherville,1033 Central Avenue,Estherville,51334,POINT (-94.829962 43.402096),32,EMMET,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67534,Kahlua Vanilla,12,750,12.49,18.74,1,18.74,0.75,0.19
7656,INV-24295200021,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1052100,Imported Brandies,65,Jim Beam Brands,47786,Courvoisier VS Cognac,12,750,17,25.5,2,50.38,1.5,0.39
7657,INV-24307100044,02-01-2020,2611,Hy-Vee Drugstore / Ottumwa,1140 North Jefferson St,Ottumwa,52501,POINT (-92.401538 41.026754000000004),90,WAPELLO,1012400,Irish Whiskies,370,PERNOD RICARD USA,15856,Redbreast 12YR,6,750,33.48,50.22,2,100.44,1.5,0.39
7658,INV-24314100043,02-01-2020,5501,Quik Trip #530 / Euclid,1424 E Euclid Ave,Des Moines,50313,POINT (-93.619787 41.60566),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38180,Titos Handmade Vodka Mini,5,50,12.8,19.2,1,19.2,0.05,0.01
7659,INV-24293900044,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58875,Jose Cuervo Golden Margarita,6,1750,11.04,16.56,6,99.36,10.5,2.77
7660,INV-24306600015,02-01-2020,4069,Fareway Stores #648 / Ottumwa,1325 Albia Rd,Ottumwa,52501,POINT (-92.440213 41.00934),90,WAPELLO,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut Rum,12,750,7.49,11.24,12,134.88,9,2.37
7661,INV-24300600069,02-01-2020,2585,Hy-Vee Wine and Spirits / Algona,1502 Highway 169 N Suite 1,Algona,50511,POINT (-94.235955 43.08091),55,KOSSUTH,1011200,Straight Bourbon Whiskies,55,SAZERAC NORTH AMERICA,21236,Ridgemont Reserve 1792,6,750,16.12,24.18,4,96.72,3,0.79
7662,INV-24293200034,02-01-2020,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77,Polk,1062500,Flavored Rum,35,BACARDI USA INC,43137,Bacardi Limon,12,1000,9.5,14.25,12,171,12,3.17
7663,INV-24310600086,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1031200,American Flavored Vodka,380,Phillips Beverage,41604,UV Grape,12,750,6.5,9.75,4,39,3,0.79
7664,INV-24290800090,02-01-2020,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,POINT (-93.619787 41.60566),85,STORY,1031100,American Vodkas,301,FIFTH GENERATION INC,38177,Titos Handmade Vodka,12,1000,12.67,19.01,12,228.12,12,3.17
7665,INV-24296500030,02-01-2020,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240,POINT (-91.53046300000001 41.642764),52,JOHNSON,1041100,American Dry Gins,260,DIAGEO AMERICAS,30316,Gordons Gin London Dry,12,750,5,7.5,12,90,9,2.37
7666,INV-24291500001,02-01-2020,5590,Casey's General Store #1941 / Ankeny,1010 SE Oralabor Rd,Ankeny,50021,POINT (-93.581993 41.702885),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,1,2.7,0.37,0.09
7667,INV-24314000008,02-01-2020,4368,Kum & Go #570 / Johnston,5800 Northglen Dr,Johnston,50131,POINT (-93.698308 41.682764),77,POLK,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,4,98.96,3,0.79
7668,INV-24295000025,02-01-2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28867,Tanqueray Gin,12,1000,15.5,23.25,12,279,12,3.17
7669,INV-24293700013,02-01-2020,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1071100,Cocktails /RTD,395,PROXIMO,58838,Jose Cuervo Authentic Lime Margarita,6,1750,8.74,13.11,6,78.66,10.5,2.77
7670,INV-24295600031,02-01-2020,3707,Target Store T-1768 / Cedar Rapids,1030 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.649625 42.035157),57,LINN,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68039,Baileys Original Irish Cream 100ml,4,2400,41.76,62.64,4,191.52,9.6,2.53
7671,INV-24304100114,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65251,Jagermeister Liqueur Mini,5,50,29.53,44.3,1,44.3,0.05,0.01
7672,INV-24309300046,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1041100,American Dry Gins,370,PERNOD RICARD USA,32237,Seagrams Extra Dry Gin,12,1000,7.49,11.24,1,11.24,1,0.26
7673,INV-24312800012,02-01-2020,5709,JW Liquor,4518 Mortonsen Street Suite #109,Ames,50014,POINT (-93.619787 41.60566),85,STORY,1062400,Spiced Rum,260,DIAGEO AMERICAS,43316,Captain Morgan Private Stock,12,750,11.99,17.99,1,17.99,0.75,0.19
7674,INV-24305100019,02-01-2020,4673,Sonny's Super Market / West Point,327 5th St,West Point,52656,POINT (-91.452491 40.717867),56,LEE,1081400,American Schnapps,65,Jim Beam Brands,82787,Dekuyper Buttershots,12,1000,7.87,11.81,6,70.86,6,1.58
7675,INV-24303800164,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,5,60,1.87,0.49
7676,INV-24304100018,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1062200,White Rum,434,LUXCO INC,45275,Paramount White Rum PET,12,750,4,6,4,24,3,0.79
7677,INV-24294000104,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1031100,American Vodkas,619,Campari America,37988,Skyy Vodka,6,1750,15,22.5,2,45,3.5,0.92
7678,INV-24310700015,02-01-2020,5080,C's Liquor Store,719 2nd Ave W,Spencer,51301,POINT (-95.147741 43.14521),21,CLAY,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86887,Southern Comfort,12,1000,12.97,19.46,12,233.52,12,3.17
7679,INV-24294900088,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1032200,Imported Flavored Vodka,277,STOLI GROUP,34871,Stolichnaya Razberi,12,1000,15.97,23.96,2,47.92,2,0.52
7680,INV-24312300023,02-01-2020,3695,Mrs. B's Liquor,623 S Marion St,Remsen,51050,POINT (-95.977022 42.808951),75,PLYMOUTH,1031200,American Flavored Vodka,205,E & J Gallo Winery,39492,New Amsterdam Pink Whitney,12,750,7.5,11.25,12,135,9,2.37
7681,INV-24295600046,02-01-2020,3707,Target Store T-1768 / Cedar Rapids,1030 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.649625 42.035157),57,LINN,1022100,Mixto Tequila,395,PROXIMO,87408,Jose Cuervo Especial Silver,12,750,11.07,16.61,12,199.32,9,2.37
7682,INV-24299300033,02-01-2020,4073,"Uptown Liquor, Llc",306 Hwy 69 South,Forest City,50436,POINT (-93.633306 43.261538),95,WINNEBAGO,1062500,Flavored Rum,65,Jim Beam Brands,44419,Cruzan Black Cherry,12,750,7,10.5,12,126,9,2.37
7683,INV-24312000024,02-01-2020,4193,Hartley Wine And Spirits,361  3rd St NW,Hartley,51346,POINT (-95.482442 43.184882),71,OBRIEN,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,15.33,23,1,23,1.75,0.46
7684,INV-24308900020,02-01-2020,4698,Quality Quick Stop,201 W Burlington Ave,Fairfield,52556,POINT (-91.965379 41.006639),51,JEFFERSON,1032100,Imported Vodkas,35,BACARDI USA INC,34422,Grey Goose,6,1000,22.75,34.13,2,68.26,2,0.52
7685,INV-24295800039,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1062400,Spiced Rum,240,William Grant & Sons Inc,45886,Sailor Jerry Spiced Navy Rum,12,750,9.65,14.48,12,173.76,9,2.37
7686,INV-24293900203,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1031100,American Vodkas,297,Laird & Company,35926,Five O'Clock Vodka PET,12,750,3.37,5.06,12,60.72,9,2.37
7687,INV-24303300031,02-01-2020,5628,Super Convenience Store,2547 2nd Ave,Council Bluffs,51501,POINT (-95.88406 41.25979300000001),78,POTTAWATTA,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,84197,99 Pineapple Mini,10,600,6,9,10,90,6,1.58
7688,INV-24300300050,02-01-2020,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,27433,Bird Dog Peach,6,750,10,15,2,30,1.5,0.39
7689,INV-24295800056,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1081200,Cream Liqueurs,305,Mhw LTD,73055,Rumchata,12,750,13,19.5,12,234,9,2.37
7690,INV-24310800019,02-01-2020,3390,Okoboji Avenue Liquor,1610 Okoboji Avenue,Milford,51351,POINT (-95.149955 43.331525),30,DICKINSON,1062400,Spiced Rum,259,Heaven Hill Brands,43027,Admiral Nelson Spiced Rum,12,1000,7.49,11.24,12,134.88,12,3.17
7691,INV-24294000045,02-01-2020,2521,Hy-Vee Food and Drug / Grand / WDM,1990 Grand Avenue,West Des Moines,50265,POINT (-93.73162 41.571127),77,POLK,1051100,American Brandies,434,LUXCO INC,54446,Paramount Apricot Brandy,12,750,5.48,8.22,12,98.64,9,2.37
7692,INV-24311600001,02-01-2020,4387,KUM & GO #117 / Spirit Lake,300 18th St,Spirit Lake,51360,POINT (-95.094324 43.422645),30,DICKINSON,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
7693,INV-24299500070,02-01-2020,3842,Bancroft Liquor Store,107 N Portland St Po Bx 222,Bancroft,50517,POINT (-94.218 43.29355),55,KOSSUTH,1022100,Mixto Tequila,395,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,5.5,8.25,1,8.25,0.37,0.09
7694,INV-24291200029,02-01-2020,4406,Kum & Go #4020 / Ankeny,1910 SW White Birch Circle,Ankeny,50023,POINT (-93.62657100000001 41.701905),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,6,94.08,10.5,2.77
7695,INV-24303800016,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1031200,American Flavored Vodka,259,Heaven Hill Brands,40152,Deep Eddy Cranberry,12,750,8.5,12.75,12,153,9,2.37
7696,INV-24296100018,02-01-2020,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,39866,Smirnoff 100prf,12,750,9.5,14.25,12,171,9,2.37
7697,INV-24292400010,02-01-2020,5565,Casey's General Store #2689 / Ankeny,1310 NW 18th St,Ankeny,50023,POINT (-93.616799 41.746362),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,30,45,1,45,0.05,0.01
7698,INV-24307200044,02-01-2020,2596,Hy-Vee Ottumwa#2,2453 North Court,Ottumwa,52501,POINT (-92.408085 41.049854),90,WAPELLO,1092100,Imported Distilled Spirit Specialty,115,CONSTELLATION BRANDS INC,88095,Mi Campo Blanco,12,750,12.4,18.6,1,18.6,0.75,0.19
7699,INV-24297800010,02-01-2020,4806,Giri's Liquor Store / West Liberty,"1006, N Columbus St",West Liberty,52776,POINT (-91.260581 41.578585),70,MUSCATINE,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21,5.54
7700,INV-24302000017,02-01-2020,5245,Best Trip,"1516, SE  1st St",Des Moines,50315,POINT (-93.613469 41.57592900000001),77,POLK,1042100,Imported Dry Gins,35,BACARDI USA INC,28236,Bombay Sapphire Gin,12,750,13.5,20.25,3,60.75,2.25,0.59
7701,INV-24301300042,02-01-2020,4236,Fareway Stores #551 / Eagle Grove,205 NW  1st St,Eagle Grove,50533,POINT (-93.903801 42.665165),99,WRIGHT,1012300,Single Malt Scotch,370,PERNOD RICARD USA,5036,Glenlivet 12YR,12,750,24.48,36.72,4,146.88,3,0.79
7702,INV-24311400041,02-01-2020,2522,Hy-Vee Wine and Spirits / Spirit Lake,Hwy 9 & 71,Spirit Lake,51360,POINT (-93.619787 41.60566),30,DICKINSON,1031100,American Vodkas,301,FIFTH GENERATION INC,38180,Titos Handmade Vodka Mini,5,50,12.8,19.2,1,19.2,0.05,0.01
7703,INV-24296500013,02-01-2020,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240,POINT (-91.53046300000001 41.642764),52,JOHNSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal,12,1000,18.89,28.34,12,340.08,12,3.17
7704,INV-24307100012,02-01-2020,2611,Hy-Vee Drugstore / Ottumwa,1140 North Jefferson St,Ottumwa,52501,POINT (-92.401538 41.026754000000004),90,WAPELLO,1022200,100% Agave Tequila,260,DIAGEO AMERICAS,89154,Don Julio Reposado,6,750,31.99,47.99,3,143.97,2.25,0.59
7705,INV-24307100027,02-01-2020,2611,Hy-Vee Drugstore / Ottumwa,1140 North Jefferson St,Ottumwa,52501,POINT (-92.401538 41.026754000000004),90,WAPELLO,1081400,American Schnapps,434,LUXCO INC,84456,Paramount Peach Schnapps,12,750,5,7.5,6,45,4.5,1.18
7706,INV-24294900015,02-01-2020,2647,Hy-Vee #7 / Cedar Rapids,5050 Edgewood Rd,Cedar Rapids,52411,POINT (-91.701581 42.030129),57,LINN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10805,Crown Royal Regal Apple,24,375,8,12,3,36,1.12,0.29
7707,INV-24300800037,02-01-2020,5655,One Stop Shop #3 / Algona,220 S Phillips St,Algona,50511,POINT (-94.226877 43.06732),55,KOSSUTH,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64716,Ciroc Peach,12,750,16.49,24.74,2,49.48,1.5,0.39
7708,INV-24310600187,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1022100,Mixto Tequila,395,PROXIMO,89191,Jose Cuervo Especial Reposado Mini,12,50,11.5,17.25,1,17.25,0.05,0.01
7709,INV-24298800001,02-01-2020,3654,The Beverage Shop / Belmond,207 E Main St,Belmond,50421,POINT (-93.615247 42.845901),99,WRIGHT,1032100,Imported Vodkas,370,PERNOD RICARD USA,34007,Absolut Swedish Vodka 80prf,12,1000,12.49,18.74,12,224.88,12,3.17
7710,INV-24297300019,02-01-2020,5070,Jeff's Market / Wilton,101 E 4th St,Wilton,52778,POINT (-91.016579 41.58873),70,MUSCATINE,1071100,Cocktails /RTD,55,SAZERAC NORTH AMERICA,57148,Chi-Chi's Margarita,6,1750,6.5,9.75,3,27.78,5.25,1.38
7711,INV-24307900101,02-01-2020,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1071100,Cocktails /RTD,395,PROXIMO,59154,1800 Ultimate Margarita,6,1750,10.04,15.06,1,15.06,1.75,0.46
7712,INV-24309700039,02-01-2020,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1082000,Imported Cordials & Liqueurs,421,SAZERAC COMPANY  INC,66636,Romana Sambuca Italian Liquore,12,750,13.5,20.25,1,20.25,0.75,0.19
7713,INV-24303800090,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,81124,99 Peppermint Mini,10,50,6,9,10,90,0.5,0.13
7714,INV-24309100003,02-01-2020,5489,Casey's General Store #1550 / Winfield,201 N Locust,Winfield,52659,POINT (-91.43791 41.129927),44,HENRY,1031100,American Vodkas,300,McCormick Distilling Co.,36903,McCormick 80prf Vodka,48,200,1.13,1.7,48,81.6,9.6,2.53
7715,INV-24297000069,02-01-2020,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1062500,Flavored Rum,370,PERNOD RICARD USA,42717,Malibu Coconut Rum,12,1000,10.99,16.49,36,593.64,36,9.51
7716,INV-24293200021,02-01-2020,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77,Polk,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5288,J & B Rare Scotch,6,1750,22.5,33.75,72,2430,126,33.28
7717,INV-24295500025,02-01-2020,4634,Kwik Shop #565 / Cedar Rapids,"4201, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.665659 42.021931),57,LINN,1032100,Imported Vodkas,35,BACARDI USA INC,34423,Grey Goose,12,375,9.25,13.88,3,41.64,1.12,0.29
7718,INV-24293900059,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1041100,American Dry Gins,370,PERNOD RICARD USA,32238,Seagrams Extra Dry Gin,6,1750,12.49,18.74,6,112.44,10.5,2.77
7719,INV-24303300018,02-01-2020,5628,Super Convenience Store,2547 2nd Ave,Council Bluffs,51501,POINT (-95.88406 41.25979300000001),78,POTTAWATTA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64865,Fireball Cinnamon Whiskey PET,12,750,8.98,13.47,12,161.64,9,2.37
7720,INV-24293900115,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1081300,American Cordials & Liqueur,434,LUXCO INC,85606,Paramount Blue Curacao,12,750,5,7.5,4,30,3,0.79
7721,INV-24310100002,02-01-2020,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1701100,Temporary & Specialty Packages,85,Brown Forman Corp.,100746,Jack Daniels Tennessee Rye w/2 Rocks Glasses,6,750,15.57,23.36,12,280.32,9,2.37
7722,INV-24303800147,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1062300,Aged Dark Rum,260,DIAGEO AMERICAS,42777,Ron Zacapa 23YR,6,750,22.5,33.75,3,101.25,2.25,0.59
7723,INV-24307900004,02-01-2020,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown,12,375,3.5,5.25,12,63,4.5,1.18
7724,INV-24304500013,02-01-2020,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1012400,Irish Whiskies,370,PERNOD RICARD USA,15648,Jameson Caskmates IPA,12,750,18.49,27.74,1,27.74,0.75,0.19
7725,INV-24310600062,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1031100,American Vodkas,434,LUXCO INC,36307,Hawkeye Vodka,12,1000,4.05,6.08,12,72.96,12,3.17
7726,INV-24311300015,02-01-2020,2233,Forbes Liquor Locker / remi,2508 Enterprise Ave,Spirit Lake,51360,POINT (-95.126786 43.416433),30,DICKINSON,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11285,Crown Royal XR,6,750,69.5,104.25,1,104.25,0.75,0.19
